,author,description,publishedAt,source,title,url
10,mail@democracynow.org (Democracy Now!),"Human Rights Watch has a new report that exposes dangerously substandard medical care in ICE detention facilities around the country and reveals that more people died in immigration detention in fiscal year 2017 than any year since 2009. Physicians reviewed 15 deaths in immigration detention from December 2015 to April 2017, determining that substandard medical care contributed or led to eight of the 15 deaths. ""What we found is ICE, the agency that's detaining now 40,000 people … and wants to expand, cannot provide adequately for the safety of the people that it holds,"" says Clara Long, senior researcher at Human Rights Watch. She's the author of the report ""Code Red: The Fatal Consequences of Dangerously Substandard Medical Care in Immigration Detention.""
","Fri, 22 Jun 2018 08:34:04 -0400",democracy now,"Investigation: Substandard Medical Care in ICE Detention Is Killing Immigrants, Endangering Lives",http://www.democracynow.org/2018/6/22/investigation_substandard_medical_care_in_ice
11,mail@democracynow.org (Democracy Now!),"More 2,300 children have been separated from their families at the U.S.-Mexico border after their parents were charged with illegal entry under the Trump administration's ongoing ""zero tolerance"" policy. As concerns grow about poor coordination between Customs and Border Patrol, which takes the children, and the Office of Refugee Resettlement, which puts them into detention and foster care, The Intercept has a new report on one of the first reunifications. We speak with journalist Debbie Nathan about a Guatemalan woman whose 5-year-old son was taken from her last month by immigration authorities in Texas after she sought asylum, and has been reunited with him after 38 days in detention. We also speak with Clara Long, a senior researcher at Human Rights Watch. ""It was a lot of work that took place outside of the government system,"" Nathan says. ""It was a really wonderful thing, but it was very exceptional.""
","Fri, 22 Jun 2018 08:14:05 -0400",democracy now,"Immigrant Parents Search for Children Snatched by Gov't at the Border, But Reunification Is Rare",http://www.democracynow.org/2018/6/22/immigrant_parents_search_for_children_snatched
12,mail@democracynow.org (Democracy Now!),"Military Prepares Four Bases to Hold 20,000 Immigrant Children, Ex-Head of Office of Refugees Accuses Trump Administration of ""Child Abuse"", Republicans Postpone Harsh Immigration Bill, Melania Trump Heads to Border Wearing ""I Really Don't Care"" Jacket, ICE Arrests 146 in Ohio in Largest Immigration Raid in Years, Parents with Babies Protest at ICE Field Office, Guatemalan Mother Seeks Sanctuary in NYC Church, Cynthia Nixon: ICE Has Turned into a ""Terrorist Organization"", Hundreds Shut Down Highway, Protesting Police Killing of Antwon Rose, Lancet Study: Police Killings of Black Americans Harms Mental Health of Black Population, NSA Whistleblower Reality Winner Agrees to Plea Deal, Trump Proposes Merging Departments of Labor and Education, Nikki Haley Slams U.N. for Examining Poverty in United States, 100 Arrested in Poor People's Campaign Action at U.S. Capitol, Israel Considers Bill to Criminalize Filming Israeli Soldiers, Benjamin Netanyahu's Wife Indicted for Fraud","Fri, 22 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 22, 2018",http://www.democracynow.org/2018/6/22/headlines
13,mail@democracynow.org (Democracy Now!),"A new investigation has uncovered rampant sexual violence against Yemeni prisoners held in prisons run by the United Arab Emirates in Yemen. The Associated Press reports that in March, 15 officers lined up the prisoners in the southern city of Aden and ordered them to undress before searching their anal cavities, claiming they were looking for contraband cell phones. The prisoners screamed and cried and those who resisted were beaten and threatened by dogs.
Hundreds of prisoners reportedly suffered similar abuse. A Pentagon spokesman quoted in the piece said the allegations were not substantiated. The UAE is a key ally of the United States and has partnered with Saudi Arabia in its military assault on Yemen. We speak with Maggie Michael, the reporter who broke these stories. She is the Associated Press based in Cairo. Her latest exposé is headlined “Detainees held without charges decry Emiratis’ sexual abuses.” Last year, she reported on prisons in a piece headlined, ""In Yemen’s secret prisons, UAE tortures and US interrogates.""","Thu, 21 Jun 2018 08:49:59 -0400",democracy now,Yemenis Accuse UAE Officers of Sexual Torture Inside Secret Prisons,http://www.democracynow.org/2018/6/21/yemenis_accuse_uae_officers_of_sexual
14,mail@democracynow.org (Democracy Now!),"Shocking reports have revealed that immigrant children were subdued and incapacitated with powerful psychiatric drugs at a detention center in South Texas. Legal filings show that children held at Shiloh Treatment Center in southern Houston have been ""forcibly injected with medications that make them dizzy, listless, obese and even incapacitated,"" according to reports by Reveal. Meanwhile, according to another Reveal investigation, taxpayers have paid more than $1.5 billion over the past four years to companies operating immigration youth facilities despite facing accusations of rampant sexual and physical abuse. For more, we speak with the reporter who broke these stories: Aura Bogado. She is an immigration reporter with Reveal from the Center for Investigative Reporting. Her latest stories are ""Immigrant children forcibly injected with drugs, lawsuit claims"" and ""Migrant children sent to shelters with histories of abuse allegations.""
","Thu, 21 Jun 2018 08:37:53 -0400",democracy now,Lawsuit Claims Detained Migrant Children Have Been Forcibly Injected with Powerful Psychiatric Drugs,http://www.democracynow.org/2018/6/21/lawsuit_claims_detained_migrant_children_have
15,mail@democracynow.org (Democracy Now!),"The government has no plans to reunite thousands of children who have been separated from their parents at the border, despite President Trump’s executive order claiming to end family separations. We speak with Zenén Jaimes, advocacy director for the Texas Civil Rights Project. He is part of their team that goes to the federal courthouse in McAllen each day since Trump began his ""zero tolerance"" policy, and collects information from parents who had their children taken away from them before they were taken to court to face criminal charges for crossing the border.
","Thu, 21 Jun 2018 08:31:42 -0400",democracy now,"Report from McAllen, Texas: No One Knows What Will Happen Now to Separated Migrant Children",http://www.democracynow.org/2018/6/21/report_from_mcallen_texas_no_one
16,mail@democracynow.org (Democracy Now!),"President Donald Trump’s executive order ending family separations at the border opts to indefinitely detain families together instead. The Nation reports that this policy will directly benefit the two largest prison companies in the United States: GEO Group and CoreCivic, formerly Corrections Corporation of America. We speak with Bob Libal, the executive director of the Austin-based civil and human rights group Grassroots Leadership. They sued the state of Texas when it tried to classify ICE's family detention centers as ""child care"" facilities. They won, but the detention centers continue to operate without a license. His new article in The Texas Observer is headlined ""It's Time to Decriminalize Immigration."" It is co-authored with Judy Greene.
","Thu, 21 Jun 2018 08:22:14 -0400",democracy now,GEO Group & Private Prisons Stand to Profit as Trump Pushes Indefinite Family Detention,http://www.democracynow.org/2018/6/21/geo_group_private_prisons_stand_to
17,mail@democracynow.org (Democracy Now!),"President Trump has signed an executive order claiming to end the separation of children from their parents at the border, but critics warn the order could lead to the indefinite detention of entire families. The government has no plans to reunite the thousands of children already separated from their families with their parents. We go to Washington, D.C., to speak with Franco Ordoñez, White House correspondent for the McClatchy Washington Bureau. His latest story is headlined ""Trump's immigration order replaces one crisis with another.""
","Thu, 21 Jun 2018 08:14:21 -0400",democracy now,Trump Admin to Indefinitely Detain Migrant Families Together; No Plan to Reunite Separated Children,http://www.democracynow.org/2018/6/21/trump_admin_to_indefinitely_detain_migrant
18,mail@democracynow.org (Democracy Now!),"Trump Signs Executive Order to Jail Immigrant Families Together, Without Limit, House to Debate Anti-Immigrant Bills Providing $25B to Militarize Border, Migrant Children Secretly Transported to NYC Foster Care in Dead of Night, Reveal: Migrant Youths Sent to Detention Centers with Abuse Histories, Airlines Refuse to Transport Separated Migrant Children, Portland ICE Office Closes Amid 24/7 Protest over Family Separations, Scathing New Report Gives U.S. ""F"" Grade over Refugee Treatment, Hungary Approves Law Criminalizing Those Who Help Migrants, U.N. Investigators: Syrian Gov't Committed War Crimes in Eastern Ghouta, EPA Releases Long-Suppressed ""Nightmare"" Study on Water Contamination, Nearly 100 U.S. Meteorologists to Stage On-Air Climate Change Protest, Climate Change Fuels Floods in Texas, Ivory Coast, India, Bangladesh, Former Archbishop of D.C. Removed over Sexual Abuse Accusations, Disney Raises 21st Century Fox Takeover Bid to $71 Billion, UNC Student Faces Possible Expulsion over Confederate Statue Protest","Thu, 21 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 21, 2018",http://www.democracynow.org/2018/6/21/headlines
19,mail@democracynow.org (Democracy Now!),"In 2004, investigative reporter Sy Hersh exposed the Abu Ghraib prisoner abuse scandal in Iraq that shocked the world. Shocking photos of U.S. military personnel humiliating and torturing Iraqi prisoners at Abu Ghraib sparked global outcry, as well as national hearings, investigations and finger pointing. We speak with Sy Hersh about his investigation, nearly 15 years later. 
","Wed, 20 Jun 2018 08:53:05 -0400",democracy now,Seymour Hersh on Torture at Abu Ghraib & Secret U.S. Assassination Programs,http://www.democracynow.org/2018/6/20/seymour_hersh_on_torture_at_abu
20,mail@democracynow.org (Democracy Now!),"While Sy Hersh was working at The New York Times Washington bureau, he would watch reporters call then-Secretary of State Henry Kissinger nearly every day, diligently writing down his comments and then reproducing them as front-page news. This is one of many stories Hersh tells in his new memoir, ""Reporter."" We speak with award-winning investigative journalist Sy Hersh about his many years reporting on Kissinger. He says, ""What I always said about Kissinger, publicly, and again and again, is that when people ... can't sleep and they count sheep, I think Kissinger has to count burned and maimed Cambodian and Vietnamese babies the rest of his life. But, of course, he doesn't."" 
","Wed, 20 Jun 2018 08:47:43 -0400",democracy now,"Sy Hersh: Henry Kissinger Must ""Count Burned and Maimed Cambodian & Vietnamese Babies"" in His Sleep",http://www.democracynow.org/2018/6/20/sy_hersh_henry_kissinger_must_count
21,mail@democracynow.org (Democracy Now!),"Soon after President Richard Nixon resigned in 1974, Seymour Hersh got a call from a source at a California hospital. He learned that Nixon had beaten his wife so severely in 1974 that she sought treatment at an emergency room. Hersh did not report the story. Years later, he received criticism for this choice. We speak with Sy Hersh in New York City. He says of his decision not to report on Nixon beating his wife, ""I was obtuse to the notion that it was a crime. … I didn't get it.""
","Wed, 20 Jun 2018 08:41:50 -0400",democracy now,"Sy Hersh: I Knew Richard Nixon Beat His Wife in 1974, But Did Not Report the Story",http://www.democracynow.org/2018/6/20/sy_hersh_i_knew_richard_nixon
22,mail@democracynow.org (Democracy Now!),"Before investigative reporter Sy Hersh exposed many of the government's deepest secrets, from Nixon's bombing of Cambodia to the CIA's role undermining the Chilean government of Salvador Allende, he served as press secretary for Democrat Eugene McCarthy during his 1968 presidential bid. We speak with Hersh in New York City about this little-discussed time in his life. 
","Wed, 20 Jun 2018 08:35:50 -0400",democracy now,Investigative Reporter Sy Hersh: Working with Gene McCarthy's Presidential Bid Shaped My Life Path,http://www.democracynow.org/2018/6/20/investigative_reporter_sy_hersh_working_with
23,mail@democracynow.org (Democracy Now!),"In 1970, Seymour Hersh won the Pulitzer Prize for his reporting on how the U.S. slaughtered more than 500 Vietnamese women, children and old men in the village of My Lai on March 16, 1968. The event became known as the My Lai massacre. We speak with Seymour Hersh in New York City. ","Wed, 20 Jun 2018 08:20:30 -0400",democracy now,Remembering the My Lai Massacre: Seymour Hersh on Uncovering the Horrors of Mass Murder in Vietnam,http://www.democracynow.org/2018/6/20/remembering_the_my_lai_massacre_seymour
24,mail@democracynow.org (Democracy Now!),"""Our Country's biggest enemy is the Fake News,"" President Trump tweeted last week, in his latest attack on the nation's press. A week earlier, federal prosecutors revealed they had secretly captured years' worth of phone and email data from journalist Ali Watkins, who broke several high-profile stories related to the Senate Intelligence Committee. A former top aide on the committee, James Wolfe, has been charged with lying to the FBI about his contacts with the press. Meanwhile, Reporters Without Borders recently dropped the United States to number 45 in its annual ranking of press freedom. When the group first published its list in 2002, the United States came in at number 17. We speak with the nation's best-known investigative journalist, Seymour Hersh. He has a new book out looking back on his more than half-century of scoops and digging up secrets. It's titled ""Reporter: A Memoir.""","Wed, 20 Jun 2018 08:12:20 -0400",democracy now,"Seymour Hersh: Media Today Must Cover Yemen & Trump Policy, Not Get Distracted by Tweets",http://www.democracynow.org/2018/6/20/seymour_hersh_media_today_must_cover
25,mail@democracynow.org (Democracy Now!),"Governors Recall National Guard Troops from Border over Separation of Families, Intercept: U.S. Has Separated At Least 3,700 Children from Parents Since October, AP: Babies Jailed in ""Tender Age Shelters"" Across South Texas, Recalling Nazi Propaganda, Trump Says Immigrants ""Infest"" United States, As Trump Holds Refugee Children Hostage, GOP Pushes Sweeping Anti-Immigrant Bills, ""Mr. President: Don't You Have Kids?"": Trump Heckled by Latino Lawmakers, Homeland Security Secretary Kirstjen Nielsen Heckled at Mexican Restaurant, Members of Sessions' Church Accuse Him of Child Abuse & Immorality for Child Separation, Hundreds Protest Family Separation Practice in Cities Across United States, 10-Year-Old Mexican Girl with Down Syndrome Separated from Parents and Jailed in U.S., U.S. Withdraws from U.N. Human Rights Council, Canada to Become Second Country in World to Legalize Marijuana, AP: Prisoners Face Rampant Sexual Abuse in UAE Prison in Yemen, Charleston Apologies for Its Role in Transatlantic Slave Trade","Wed, 20 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 20, 2018",http://www.democracynow.org/2018/6/20/headlines
26,mail@democracynow.org (Democracy Now!),"The political crisis in Nicaragua is intensifying. More than 178 people have been killed since widespread demonstrations to oust Nicaraguan President Daniel Ortega began in mid-April, when his government announced plans to overhaul and slash social security. Amnesty International has accused the Nicaraguan government of using ""pro-government armed groups to carry out attacks, incite violence, increase their capacity for repression and operate outside the law."" But the Nicaraguan government has blamed part of the violence on armed members of the opposition who are trying to overthrow the democratically elected government. We speak with Paul Oquist, senior minister for national policy in the Nicaraguan government. 
","Tue, 19 Jun 2018 08:48:12 -0400",democracy now,"As Demonstrators Demand Nicaraguan President's Resignation, Government Accuses Opposition of Coup",http://www.democracynow.org/2018/6/19/as_demonstrators_demand_nicaraguan_president_s
27,mail@democracynow.org (Democracy Now!),"President Trump is continuing to blame Democrats for his administration’s practice of separating at least 2,000 children from their parents in recent weeks. He also doubled down on the practice in an address Monday, ahead of his meetings today with Republicans to discuss compromise legislation on a hardline immigration bill. We speak with Rep. Sheila Jackson Lee, Democrat of Texas. She has represented the 18th Congressional District since 1995, which includes most of central Houston. She is just back from the Texas border with Mexico, where she joined a delegation of lawmakers who visited a processing center in McAllen, Texas, and the Southwest Key Programs' Casa Padre, which houses 1,500 children in Brownsville, Texas. 
","Tue, 19 Jun 2018 08:37:23 -0400",democracy now,"Caged Children & Terrified Infants: Rep. Sheila Jackson Lee Describes ""Acts of Indecency"" at Border",http://www.democracynow.org/2018/6/19/caged_children_terrified_infants_rep_sheila
28,mail@democracynow.org (Democracy Now!),"Outrage is growing over the Trump administration’s separation of children from their parents along the U.S.-Mexico border. On Monday, ProPublica released audio from inside a U.S. Customs and Border Protection facility, in which children estimated to be between the ages of 4 and 10 years old are heard crying ""Mama"" and ""Papi"" after being separated from their parents. In another part of the audio, a Border Patrol agent is heard joking, in Spanish, ""Well, we have an orchestra here. What’s missing is a conductor.” Video footage released by the U.S. Border Patrol Monday shows migrant children in concrete-floored chain link cages in an old warehouse in McAllen, Texas. A new Quinnipiac poll shows roughly two-thirds of U.S. voters oppose separating children from their parents at the border. About 7 percent of Democratic voters support the Trump policy, while 55 percent of Republicans support it. We speak with Rep. Pramila Jayapal, Democratic congressmember from Washington state. She has just helped announce a march on Washington and cities nationwide on June 30 against family separation. She is vice ranking member of the House Budget Committee and vice chair of the Congressional Progressive Caucus. On June 9, she visited a detention center in her home state and spoke with some of the 200 asylum seekers held at the SeaTac Bureau of Prisons facility.","Tue, 19 Jun 2018 08:11:09 -0400",democracy now,"""Trump Creates Crises & Preys on Fear"": Rep. Jayapal on Policy of Separating Kids from Parents",http://www.democracynow.org/2018/6/19/trump_creates_crises_preys_on_fear
29,mail@democracynow.org (Democracy Now!),"Despite Outrage, Trump Defends Practice of Separating Immigrant Children from Parents, ProPublica Releases Audio of Separated Children Sobbing ""Mama"" and ""Papi"", Microsoft Facing Threats of Boycott for Collaboration with ICE, U.S. and South Korea Cancel Joint Military Exercises, After Trump’s Meeting with Kim, Trump Directs Pentagon to Create Military Branch to Dominate Space, Afghan Peace Activists Finish 435-Mile March to Kabul, Demand Extension of Ceasefire, Judge Strikes Down Kansas Proof-of-Citizenship Voter ID Laws, Former CIA Software Engineer Accused of ""Vault 7"" Leak Indicted, Leftist Alexandria Ocasio-Cortez Challenging NY Rep. Joe Crowley in Next Week’s Primary","Tue, 19 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 19, 2018",http://www.democracynow.org/2018/6/19/headlines
30,mail@democracynow.org (Democracy Now!),"Hundreds of fighters have been killed and more than 4,000 civilians have fled their homes in the Yemeni port city of Hodeidah since the U.S.-backed coalition, led by Saudi Arabia and the United Arab Emirates, launched an all-out offensive last week. Coalition aircrafts bombarded Hodeidah's main airport Monday, wounding dozens and preventing aid organizations from reaching parts of the city. As humanitarian organizations warn of a catastrophe for a quarter of a million civilians living in Hodeidah amid a conflict that has already killed 15,000 civilians, we'll speak with Yemeni scholar Shireen Al-Adeimi, whose recent report is headlined ""Attack on Yemen Port Shows U.S.-Backed Coalition Willing to Use Starvation as a Weapon.""
","Mon, 18 Jun 2018 08:48:51 -0400",democracy now,"""Civilian Lives No Longer Matter"": Millions at Risk as Saudi-Led Coalition Attacks Yemeni Port City",http://www.democracynow.org/2018/6/18/civilian_lives_no_longer_matter_millions
31,mail@democracynow.org (Democracy Now!),"On Saturday, President Trump blamed the widely condemned family separation practice on Democrats, tweeting, ""Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation."" Trump is set to meet Tuesday with Republican lawmakers to discuss a so-called compromise immigration bill they claim would end family separation while lifting limits on how long families can be detained, and which also includes a promise of $25 billion for Trump's border wall. Democracy Now! correspondent Renée Feltz discusses a history of family separation that has stemmed from previous legislative compromises with Democrats, and looks ahead to calls for them to defund Immigration and Customs Enforcement (ICE), if they gain control of the House in November.
","Mon, 18 Jun 2018 08:38:25 -0400",democracy now,"With Spotlight on Migrant Families Separated at the Border, Will Democrats Push to Abolish ICE?",http://www.democracynow.org/2018/6/18/with_spotlight_on_migrant_families_separated
32,mail@democracynow.org (Democracy Now!),"A youth care worker who quit his job at a Tucson detention center for unaccompanied minors is speaking out about inadequate facilities, untrained staff and inhumane policies, after witnessing the devastation of family separations firsthand. Antar Davidson says he quit after he was forced to tell children who were separated from their mother not to hug one another. The facility is run by Southwest Key, a nonprofit that operates 27 facilities and has signed a lease to detain hundreds of separated children, including many who are a younger than 12 years old, in a ""baby jail"" in a former warehouse and homeless shelter in Houston. For more, we speak with Antar Davidson.
","Mon, 18 Jun 2018 08:22:06 -0400",democracy now,Meet the Migrant Child Detention Center Whistleblower Speaking Out Against Family Separations,http://www.democracynow.org/2018/6/18/whistleblower_i_quit_my_child_detention
33,mail@democracynow.org (Democracy Now!),"Protests have erupted nationwide against the Trump administration's new policy of separating children from their parents at the U.S.-Mexico border. Most of the parents apprehended by Customs and Border Patrol are now charged with criminal entry—and, in many cases, criminal re-entry—then taken to jails or prisons to serve their time before they are sent to immigrant detention centers. In the meantime, their children are being sent to shelters and foster care programs around the country. The Associated Press reports that between April 19 and May 31, nearly 2,000 children were separated from their parents. Hundreds of protesters also met at a family processing center in McAllen, Texas, where nearly half of all children have been removed from their parents. And in New Jersey, a group of Democratic lawmakers visited a private immigrant detention facility in the town of Elizabeth to speak with asylum-seeking parents held there after they were separated from their children. Meanwhile, on Sunday, in Houston, people marched in the rain outside a former warehouse and homeless shelter where the government plans to detain hundreds of separated children, including many who are a so-called tender age—children who are younger than 12 years old.
","Mon, 18 Jun 2018 08:12:00 -0400",democracy now,Democratic Lawmakers Join Family Separation Protests at Detention Centers from Texas to New Jersey,http://www.democracynow.org/2018/6/18/democratic_lawmakers_join_family_separation_protests
34,mail@democracynow.org (Democracy Now!),"Father's Day Protests Demand End to Practice of Separating Children from Parents, Afghanistan: Taliban & Gov't Soldiers Celebrate Historic 3-Day Ceasefire over Eid, Yemen: Thousands Flee U.S.-Backed, Saudi-Led Offensive on Hodeidah Port City, Nigeria: 31 People Killed in Suspected Boko Haram Suicide Attacks, Report: India Facing Worst Water Crisis in Its History, Colombia: Right-Wing Politician Iván Duque Wins Presidential Runoff, 600 Refugees Disembark in Spain After Being Blocked by Italy, Israel Pushes Bill to Criminalize Filming IDF Soldiers, Political Cartoonist Rob Rogers Fired After Making Fun of Trump, Thousands Gather in Detroit for 20th Year of Allied Media Conference, NYC: Sixth Taxi Cab Driver Dies by Suicide in Recent Months, MOVE Member Debbie Africa Freed After Nearly 40 Years in Prison","Mon, 18 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 18, 2018",http://www.democracynow.org/2018/6/18/headlines
