,author,description,publishedAt,source,title,url
10,mail@democracynow.org (Democracy Now!),"In 2004, investigative reporter Sy Hersh exposed the Abu Ghraib prisoner abuse scandal in Iraq that shocked the world. Shocking photos of U.S. military personnel humiliating and torturing Iraqi prisoners at Abu Ghraib sparked global outcry, as well as national hearings, investigations and finger pointing. We speak with Sy Hersh about his investigation, nearly 15 years later. 
","Wed, 20 Jun 2018 08:53:05 -0400",democracy now,Seymour Hersh on Torture at Abu Ghraib & Secret U.S. Assassination Programs,http://www.democracynow.org/2018/6/20/seymour_hersh_on_torture_at_abu
11,mail@democracynow.org (Democracy Now!),"While Sy Hersh was working at The New York Times Washington bureau, he would watch reporters call then-Secretary of State Henry Kissinger nearly every day, diligently writing down his comments and then reproducing them as front-page news. This is one of many stories Hersh tells in his new memoir, ""Reporter."" We speak with award-winning investigative journalist Sy Hersh about his many years reporting on Kissinger. He says, ""What I always said about Kissinger, publicly, and again and again, is that when people ... can't sleep and they count sheep, I think Kissinger has to count burned and maimed Cambodian and Vietnamese babies the rest of his life. But, of course, he doesn't."" 
","Wed, 20 Jun 2018 08:47:43 -0400",democracy now,"Sy Hersh: Henry Kissinger Must ""Count Burned and Maimed Cambodian & Vietnamese Babies"" in His Sleep",http://www.democracynow.org/2018/6/20/sy_hersh_henry_kissinger_must_count
12,mail@democracynow.org (Democracy Now!),"Soon after President Richard Nixon resigned in 1974, Seymour Hersh got a call from a source at a California hospital. He learned that Nixon had beaten his wife so severely in 1974 that she sought treatment at an emergency room. Hersh did not report the story. Years later, he received criticism for this choice. We speak with Sy Hersh in New York City. He says of his decision not to report on Nixon beating his wife, ""I was obtuse to the notion that it was a crime. … I didn't get it.""
","Wed, 20 Jun 2018 08:41:50 -0400",democracy now,"Sy Hersh: I Knew Richard Nixon Beat His Wife in 1974, But Did Not Report the Story",http://www.democracynow.org/2018/6/20/sy_hersh_i_knew_richard_nixon
13,mail@democracynow.org (Democracy Now!),"Before investigative reporter Sy Hersh exposed many of the government's deepest secrets, from Nixon's bombing of Cambodia to the CIA's role undermining the Chilean government of Salvador Allende, he served as press secretary for Democrat Eugene McCarthy during his 1968 presidential bid. We speak with Hersh in New York City about this little-discussed time in his life. 
","Wed, 20 Jun 2018 08:35:50 -0400",democracy now,Investigative Reporter Sy Hersh: Working with Gene McCarthy's Presidential Bid Shaped My Life Path,http://www.democracynow.org/2018/6/20/investigative_reporter_sy_hersh_working_with
14,mail@democracynow.org (Democracy Now!),"In 1970, Seymour Hersh won the Pulitzer Prize for his reporting on how the U.S. slaughtered more than 500 Vietnamese women, children and old men in the village of My Lai on March 16, 1968. The event became known as the My Lai massacre. We speak with Seymour Hersh in New York City. ","Wed, 20 Jun 2018 08:20:30 -0400",democracy now,Remembering the My Lai Massacre: Seymour Hersh on Uncovering the Horrors of Mass Murder in Vietnam,http://www.democracynow.org/2018/6/20/remembering_the_my_lai_massacre_seymour
15,mail@democracynow.org (Democracy Now!),"""Our Country's biggest enemy is the Fake News,"" President Trump tweeted last week, in his latest attack on the nation's press. A week earlier, federal prosecutors revealed they had secretly captured years' worth of phone and email data from journalist Ali Watkins, who broke several high-profile stories related to the Senate Intelligence Committee. A former top aide on the committee, James Wolfe, has been charged with lying to the FBI about his contacts with the press. Meanwhile, Reporters Without Borders recently dropped the United States to number 45 in its annual ranking of press freedom. When the group first published its list in 2002, the United States came in at number 17. We speak with the nation's best-known investigative journalist, Seymour Hersh. He has a new book out looking back on his more than half-century of scoops and digging up secrets. It's titled ""Reporter: A Memoir.""","Wed, 20 Jun 2018 08:12:20 -0400",democracy now,"Seymour Hersh: Media Today Must Cover Yemen & Trump Policy, Not Get Distracted by Tweets",http://www.democracynow.org/2018/6/20/seymour_hersh_media_today_must_cover
16,mail@democracynow.org (Democracy Now!),"Governors Recall National Guard Troops from Border over Separation of Families, Intercept: U.S. Has Separated At Least 3,700 Children from Parents Since October, AP: Babies Jailed in ""Tender Age Shelters"" Across South Texas, Recalling Nazi Propaganda, Trump Says Immigrants ""Infest"" United States, As Trump Holds Refugee Children Hostage, GOP Pushes Sweeping Anti-Immigrant Bills, ""Mr. President: Don't You Have Kids?"": Trump Heckled by Latino Lawmakers, Homeland Security Secretary Kirstjen Nielsen Heckled at Mexican Restaurant, Members of Sessions' Church Accuse Him of Child Abuse & Immorality for Child Separation, Hundreds Protest Family Separation Practice in Cities Across United States, 10-Year-Old Mexican Girl with Down Syndrome Separated from Parents and Jailed in U.S., U.S. Withdraws from U.N. Human Rights Council, Canada to Become Second Country in World to Legalize Marijuana, AP: Prisoners Face Rampant Sexual Abuse in UAE Prison in Yemen, Charleston Apologies for Its Role in Transatlantic Slave Trade","Wed, 20 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 20, 2018",http://www.democracynow.org/2018/6/20/headlines
17,mail@democracynow.org (Democracy Now!),"The political crisis in Nicaragua is intensifying. More than 178 people have been killed since widespread demonstrations to oust Nicaraguan President Daniel Ortega began in mid-April, when his government announced plans to overhaul and slash social security. Amnesty International has accused the Nicaraguan government of using ""pro-government armed groups to carry out attacks, incite violence, increase their capacity for repression and operate outside the law."" But the Nicaraguan government has blamed part of the violence on armed members of the opposition who are trying to overthrow the democratically elected government. We speak with Paul Oquist, senior minister for national policy in the Nicaraguan government. 
","Tue, 19 Jun 2018 08:48:12 -0400",democracy now,"As Demonstrators Demand Nicaraguan President's Resignation, Government Accuses Opposition of Coup",http://www.democracynow.org/2018/6/19/as_demonstrators_demand_nicaraguan_president_s
18,mail@democracynow.org (Democracy Now!),"President Trump is continuing to blame Democrats for his administration’s practice of separating at least 2,000 children from their parents in recent weeks. He also doubled down on the practice in an address Monday, ahead of his meetings today with Republicans to discuss compromise legislation on a hardline immigration bill. We speak with Rep. Sheila Jackson Lee, Democrat of Texas. She has represented the 18th Congressional District since 1995, which includes most of central Houston. She is just back from the Texas border with Mexico, where she joined a delegation of lawmakers who visited a processing center in McAllen, Texas, and the Southwest Key Programs' Casa Padre, which houses 1,500 children in Brownsville, Texas. 
","Tue, 19 Jun 2018 08:37:23 -0400",democracy now,"Caged Children & Terrified Infants: Rep. Sheila Jackson Lee Describes ""Acts of Indecency"" at Border",http://www.democracynow.org/2018/6/19/caged_children_terrified_infants_rep_sheila
19,mail@democracynow.org (Democracy Now!),"Outrage is growing over the Trump administration’s separation of children from their parents along the U.S.-Mexico border. On Monday, ProPublica released audio from inside a U.S. Customs and Border Protection facility, in which children estimated to be between the ages of 4 and 10 years old are heard crying ""Mama"" and ""Papi"" after being separated from their parents. In another part of the audio, a Border Patrol agent is heard joking, in Spanish, ""Well, we have an orchestra here. What’s missing is a conductor.” Video footage released by the U.S. Border Patrol Monday shows migrant children in concrete-floored chain link cages in an old warehouse in McAllen, Texas. A new Quinnipiac poll shows roughly two-thirds of U.S. voters oppose separating children from their parents at the border. About 7 percent of Democratic voters support the Trump policy, while 55 percent of Republicans support it. We speak with Rep. Pramila Jayapal, Democratic congressmember from Washington state. She has just helped announce a march on Washington and cities nationwide on June 30 against family separation. She is vice ranking member of the House Budget Committee and vice chair of the Congressional Progressive Caucus. On June 9, she visited a detention center in her home state and spoke with some of the 200 asylum seekers held at the SeaTac Bureau of Prisons facility.","Tue, 19 Jun 2018 08:11:09 -0400",democracy now,"""Trump Creates Crises & Preys on Fear"": Rep. Jayapal on Policy of Separating Kids from Parents",http://www.democracynow.org/2018/6/19/trump_creates_crises_preys_on_fear
20,mail@democracynow.org (Democracy Now!),"Despite Outrage, Trump Defends Practice of Separating Immigrant Children from Parents, ProPublica Releases Audio of Separated Children Sobbing ""Mama"" and ""Papi"", Microsoft Facing Threats of Boycott for Collaboration with ICE, U.S. and South Korea Cancel Joint Military Exercises, After Trump’s Meeting with Kim, Trump Directs Pentagon to Create Military Branch to Dominate Space, Afghan Peace Activists Finish 435-Mile March to Kabul, Demand Extension of Ceasefire, Judge Strikes Down Kansas Proof-of-Citizenship Voter ID Laws, Former CIA Software Engineer Accused of ""Vault 7"" Leak Indicted, Leftist Alexandria Ocasio-Cortez Challenging NY Rep. Joe Crowley in Next Week’s Primary","Tue, 19 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 19, 2018",http://www.democracynow.org/2018/6/19/headlines
21,mail@democracynow.org (Democracy Now!),"Hundreds of fighters have been killed and more than 4,000 civilians have fled their homes in the Yemeni port city of Hodeidah since the U.S.-backed coalition, led by Saudi Arabia and the United Arab Emirates, launched an all-out offensive last week. Coalition aircrafts bombarded Hodeidah's main airport Monday, wounding dozens and preventing aid organizations from reaching parts of the city. As humanitarian organizations warn of a catastrophe for a quarter of a million civilians living in Hodeidah amid a conflict that has already killed 15,000 civilians, we'll speak with Yemeni scholar Shireen Al-Adeimi, whose recent report is headlined ""Attack on Yemen Port Shows U.S.-Backed Coalition Willing to Use Starvation as a Weapon.""
","Mon, 18 Jun 2018 08:48:51 -0400",democracy now,"""Civilian Lives No Longer Matter"": Millions at Risk as Saudi-Led Coalition Attacks Yemeni Port City",http://www.democracynow.org/2018/6/18/civilian_lives_no_longer_matter_millions
22,mail@democracynow.org (Democracy Now!),"On Saturday, President Trump blamed the widely condemned family separation practice on Democrats, tweeting, ""Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation."" Trump is set to meet Tuesday with Republican lawmakers to discuss a so-called compromise immigration bill they claim would end family separation while lifting limits on how long families can be detained, and which also includes a promise of $25 billion for Trump's border wall. Democracy Now! correspondent Renée Feltz discusses a history of family separation that has stemmed from previous legislative compromises with Democrats, and looks ahead to calls for them to defund Immigration and Customs Enforcement (ICE), if they gain control of the House in November.
","Mon, 18 Jun 2018 08:38:25 -0400",democracy now,"With Spotlight on Migrant Families Separated at the Border, Will Democrats Push to Abolish ICE?",http://www.democracynow.org/2018/6/18/with_spotlight_on_migrant_families_separated
23,mail@democracynow.org (Democracy Now!),"A youth care worker who quit his job at a Tucson detention center for unaccompanied minors is speaking out about inadequate facilities, untrained staff and inhumane policies, after witnessing the devastation of family separations firsthand. Antar Davidson says he quit after he was forced to tell children who were separated from their mother not to hug one another. The facility is run by Southwest Key, a nonprofit that operates 27 facilities and has signed a lease to detain hundreds of separated children, including many who are a younger than 12 years old, in a ""baby jail"" in a former warehouse and homeless shelter in Houston. For more, we speak with Antar Davidson.
","Mon, 18 Jun 2018 08:22:06 -0400",democracy now,Meet the Migrant Child Detention Center Whistleblower Speaking Out Against Family Separations,http://www.democracynow.org/2018/6/18/whistleblower_i_quit_my_child_detention
24,mail@democracynow.org (Democracy Now!),"Protests have erupted nationwide against the Trump administration's new policy of separating children from their parents at the U.S.-Mexico border. Most of the parents apprehended by Customs and Border Patrol are now charged with criminal entry—and, in many cases, criminal re-entry—then taken to jails or prisons to serve their time before they are sent to immigrant detention centers. In the meantime, their children are being sent to shelters and foster care programs around the country. The Associated Press reports that between April 19 and May 31, nearly 2,000 children were separated from their parents. Hundreds of protesters also met at a family processing center in McAllen, Texas, where nearly half of all children have been removed from their parents. And in New Jersey, a group of Democratic lawmakers visited a private immigrant detention facility in the town of Elizabeth to speak with asylum-seeking parents held there after they were separated from their children. Meanwhile, on Sunday, in Houston, people marched in the rain outside a former warehouse and homeless shelter where the government plans to detain hundreds of separated children, including many who are a so-called tender age—children who are younger than 12 years old.
","Mon, 18 Jun 2018 08:12:00 -0400",democracy now,Democratic Lawmakers Join Family Separation Protests at Detention Centers from Texas to New Jersey,http://www.democracynow.org/2018/6/18/democratic_lawmakers_join_family_separation_protests
25,mail@democracynow.org (Democracy Now!),"Father's Day Protests Demand End to Practice of Separating Children from Parents, Afghanistan: Taliban & Gov't Soldiers Celebrate Historic 3-Day Ceasefire over Eid, Yemen: Thousands Flee U.S.-Backed, Saudi-Led Offensive on Hodeidah Port City, Nigeria: 31 People Killed in Suspected Boko Haram Suicide Attacks, Report: India Facing Worst Water Crisis in Its History, Colombia: Right-Wing Politician Iván Duque Wins Presidential Runoff, 600 Refugees Disembark in Spain After Being Blocked by Italy, Israel Pushes Bill to Criminalize Filming IDF Soldiers, Political Cartoonist Rob Rogers Fired After Making Fun of Trump, Thousands Gather in Detroit for 20th Year of Allied Media Conference, NYC: Sixth Taxi Cab Driver Dies by Suicide in Recent Months, MOVE Member Debbie Africa Freed After Nearly 40 Years in Prison","Mon, 18 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 18, 2018",http://www.democracynow.org/2018/6/18/headlines
26,mail@democracynow.org (Democracy Now!),"More than 300 Catholic bishops have blasted the Trump administration's immigration policies, calling for an end to the separation of migrant children from their parents and condemning Attorney General Jeff Sessions's policy of ending the right of domestic violence survivors to seek asylum in the United States. On Thursday, Sessions quoted the Bible to justify his department's immigration policies. Sessions was speaking to an invitation-only crowd in Fort Wayne, Indiana. ""I would cite you to the Apostle Paul and his clear and wise command in Romans 13 to obey the laws of the government because God has ordained the government for his purposes,"" stated Sessions. Critics seized on his reference to Romans 13, noting it was a favorite passage of defenders of the Confederacy used to justify slavery. We speak to the Rev. William Barber. 
","Fri, 15 Jun 2018 08:55:14 -0400",democracy now,"Rev. William Barber: Jeff Sessions Using Religion to Justify Family Separations Is ""Biblical Heresy""",http://www.democracynow.org/2018/6/15/rev_william_barber_jeff_sessions_using
27,mail@democracynow.org (Democracy Now!),"The release of the U.N. report on extreme poverty in the United States comes amid a nationwide, weeks-long direct action campaign known as the new Poor People's Campaign, aimed at fighting poverty and racism in the United States. Nearly 2,000 people have been arrested around the country since the campaign began in March, 50 years after Rev. Martin Luther King Jr. launched the first Poor People's Campaign. We speak with Reverend Dr. William Barber, co-chair of the new Poor People's Campaign.
","Fri, 15 Jun 2018 08:47:22 -0400",democracy now,"Rev. William Barber: U.S. Policies on Healthcare, Poverty Are Immoral & a Threat to Democracy",http://www.democracynow.org/2018/6/15/rev_william_barber_us_policies_on
28,mail@democracynow.org (Democracy Now!),"A group of top Democrats are demanding the Trump administration present a plan to Congress to address growing poverty in the United States, following an excoriating report by the United Nations special rapporteur on extreme poverty, Philip Alston. Alston slammed the Trump administration's policies for worsening the state of poverty in the United States. The report details how 40 million Americans live in poverty, and 18.5 million Americans live in extreme poverty. It also details how the United States has the highest rate of income inequality among Western countries and one of the lowest rates of intergenerational social mobility. We speak with Philip Alston, the U.N. special rapporteur on extreme poverty. He will be presenting his report next week in Geneva.
","Fri, 15 Jun 2018 08:34:05 -0400",democracy now,Blistering U.N. Report: Trump Administration's Policies Designed to Worsen Poverty & Inequality,http://www.democracynow.org/2018/6/15/blistering_un_report_trump_administrations_policies
29,mail@democracynow.org (Democracy Now!),"On Monday, Attorney General Jeff Sessions announced that domestic and gang-related violence will generally no longer be grounds for asylum, a far-reaching shift that could affect thousands of people, particularly women from Central America fleeing gender-based violence. This decision reverses the Board of Immigration Appeals' grant of asylum to a Salvadoran domestic violence survivor known as A.B., who fled to the U.S. for her life after surviving 15 years of beatings, rape and death threats from her husband. In ruling against A.B., Sessions also overturned a groundbreaking precedent from 2014 in which the immigration appeals court affirmed that domestic violence survivors are deserving of protection. We speak with Karen Musalo, professor of law and the director of the Center for Gender and Refugee Studies at the University of California, Hastings College of the Law. She is of the attorneys representing Ms. A.B.
","Fri, 15 Jun 2018 08:15:41 -0400",democracy now,"Lawyer: Jeff Sessions' Attacks on Migrant Domestic Violence Survivors Drags U.S. Back to ""Dark Ages""",http://www.democracynow.org/2018/6/15/lawyer_jeff_sessions_attacks_on_migrant
30,mail@democracynow.org (Democracy Now!),"Republicans Draft Immigration Bill That Would End Family Separations, U.S. Catholic Bishops Blast ""Immoral"" Trump Immigration Policy, AG Sessions Quotes Scripture to Justify Immigration Policies, White House Press Secretary Confronted over Family Separations, Texas Children's Detention Center Features Trump Mural, Quote, New York Sues Trump Foundation over ""Repeated Self-Dealing"", DOJ Inspector General: Comey Mishandled Clinton Email Probe, Nicaragua: General Strike Called Amid Mounting Violence Against Protests, Russian Police Arrest British LGBT Protester as World Cup Opens, Argentine Lawmakers Advance Bill to Decriminalize Abortions, Bill Clinton: Norms Have Changed on ""What You Can Do to Somebody Against Their Will"", American Medical Association Demands Gun Control, Divests from Fossil Fuels, Iowa Republican Rep. Steve King Retweets Neo-Nazi, U.S. to Repatriate Remains of Native Children Who Died in Boarding Schools, Civil Rights Leader Dorothy Cotton, Who Advised MLK, Dies at 88","Fri, 15 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 15, 2018",http://www.democracynow.org/2018/6/15/headlines
31,mail@democracynow.org (Democracy Now!),"The Trump administration is reportedly planning to build tent cities on military bases near the U.S.-Mexico border to accommodate the increasing numbers of migrant children being held in detention centers. According to McClatchy, Department of Health and Human Services officials are due to visit Fort Bliss, an Army base near El Paso, Texas, in the coming weeks to look at the land where they're considering building a tent city. HHS detention shelters are 95 percent full and hold more than 10,000 children. The number of migrant children in custody has recently surged by over 20 percent, and a tent city could temporarily accommodate an additional 1,000 to 5,000. In Washington, D.C., we speak with the reporter who broke the story, Franco Ordoñez. He is the White House correspondent for the McClatchy Washington Bureau. 
","Thu, 14 Jun 2018 08:50:11 -0400",democracy now,"As Detention Centers Hit Capacity, Trump Eyes Tent Cities on Military Bases to Jail Migrant Children",http://www.democracynow.org/2018/6/14/as_detention_centers_hit_capacity_trump
32,mail@democracynow.org (Democracy Now!),"Under President Trump's new ""zero tolerance"" policy, Attorney General Jeff Sessions has called for people seeking asylum to follow the law and go to official ports of entry to request help. But asylum seekers at international bridges across the Rio Grande Valley in South Texas have been blocked by Border Patrol agents who say they are unable to process them. In some cases, asylum seekers—including women and young children—have been told to wait for days and even weeks on international bridges over the border, often in extreme heat. Residents on both sides of the border have responded by bringing food, water and clothing to people as they wait to be processed. Democracy Now! producer Renée Feltz followed some of them as they delivered aid, and interviewed Jennifer Harbury, a human rights lawyer who has lived in the Rio Grande Valley for over 40 years, about the significance of the United States rejecting legal requests by asylum seekers, detaining them at length, and in some cases deporting them after separating them from their children. 
","Thu, 14 Jun 2018 08:38:41 -0400",democracy now,Residents on Both Sides of the Border Try to Help Asylum Seekers Illegally Turned Away by U.S. Gov't,http://www.democracynow.org/2018/6/14/residents_on_both_sides_of_the
33,mail@democracynow.org (Democracy Now!),"We look at growing outrage over the Trump administration's policy of separating immigrant families who cross the U.S.-Mexico border, many fleeing dangerous conditions and seeking asylum. At least 600 immigrant children were removed from their parents last month, after Attorney General Jeff Sessions announced the new rule. On Wednesday, 10 members of Congress protested by blocking the entrance to the headquarters of U.S. Customs and Border Protection, the agency tasked with carrying out the forced removal of children from their parents. More protests in at least 60 cities are planned today by the group Families Belong Together, which formed in response to the new policy. We go to the epicenter of this ""zero tolerance"" crackdown, the Rio Grande Valley in South Texas, where more than half of all migrant families and children have been apprehended by Border Patrol agents since mid-May, for a special report by Democracy Now! correspondent Renée Feltz, who spoke with residents taking action in response to the widely condemned practice of separating families. 
","Thu, 14 Jun 2018 08:14:59 -0400",democracy now,"Trauma at the Texas-Mexico Border: Families Separated, Children Detained & Residents Fighting Back",http://www.democracynow.org/2018/6/14/trauma_at_the_texas_mexico_border
