,author,description,publishedAt,source,title,url,urlToImage
3432,NBC News,Nicolle Wallace breaks down similarities between the letter Trump’s former doctor claims was dictated by Trump and statements made by Dr. Jackson in the White House press room,2018-05-02T22:41:25Z,msnbc,Curious similarities between Trump letter & Ronny Jackson news conference,https://www.msnbc.com/deadline-white-house/watch/curious-similarities-between-trump-letter-ronny-jackson-news-conference-1224378435900,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_wh_deadline_doctors_180502_1920x1080.1200;630;7;70;5.jpg
3433,NBC News,MSNBC Contributor Emily Jane Fox shares details about Michael Cohen’s legal fight and his reaction to Trump’s recent FOX interview,2018-05-02T22:40:53Z,msnbc,"Inside Michael Cohen's ""tough week""",https://www.msnbc.com/deadline-white-house/watch/inside-michael-cohen-s-tough-week-1224381507576,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_wh_deadline_fox_180502_1920x1080.1200;630;7;70;5.jpg
3434,NBC News,"AP’s Jonathan Lemire, NYT’s Nick Confessore, and Fmr US attorney Barbara McQuade on Trump’s latest attack as Rod Rosenstein stands up for the DOJ",2018-05-02T22:40:36Z,msnbc,"Trump's most direct threat, yet, against the DOJ",https://www.msnbc.com/deadline-white-house/watch/trump-s-most-direct-threat-yet-against-the-doj-1224381507535,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_wh_deadline_confessore_180502_1920x1080.1200;630;7;70;5.jpg
3435,NBC News,"Nicolle Wallace reports new details about the addition of Emmet Flood to Trump’s legal team with  WaPo’s Philip Rucker &  Carol Leonnig, fmr US atty Barbara McQuade &  fmr FBI asst. director Frank Figliuzzi",2018-05-02T22:13:12Z,msnbc,"Trump legal team shakeup signals strategy shift, McGahn departure",https://www.msnbc.com/deadline-white-house/watch/trump-legal-team-shakeup-signals-strategy-shift-mcgahn-departure-1224364099535,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_wh_deadline_open_180502_1920x1080.1200;630;7;70;5.jpg
3436,NBC News,"Nicolle Wallace reports new details about the addition of Emmet Flood to Trump’s legal team with  WaPo’s Philip Rucker &  Carol Leonnig, fmr US atty Barbara McQuade &  fmr FBI asst. director Frank Figliuzzi",2018-05-02T22:08:11Z,msnbc,"Trump legal team shakeup signals strategy shift, McGahn departure",https://www.msnbc.com/deadline-white-house/watch/trump-legal-team-shakeup-signals-strategy-shift-mcgahn-departure-1224359491516,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_wh_deadline_nicolle_180502_1525299134419.1200;630;7;70;5.jpg
3437,MPX,Democratic strategist Joel Benenson explains why he believes Nancy Pelosi's comments about becoming Speaker of the House in the next Congress was not necessary.,2018-05-02T22:08:00Z,msnbc,Dem. strategist: Pelosi declaration was not necessary,https://www.msnbc.com/mtp-daily/watch/dem-strategist-pelosi-declaration-was-not-necessary-1224353347647,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_clip_benensonpelosi_180502_1920x1080.1200;630;7;70;5.jpg
3438,MPX,"In case you missed it, the White House suffered a huge loss today on its legal team: Ty Cobb’s mustache.",2018-05-02T22:06:01Z,msnbc,Trump legal team loses Ty Cobb (and his mustache),https://www.msnbc.com/mtp-daily/watch/trump-legal-team-loses-ty-cobb-and-his-mustache-1224349763850,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_clip_icymicobb_180502_1920x1080.1200;630;7;70;5.jpg
3439,NBC News,Democratic strategist Joel Benenson explains the implications of Nancy Pelosi's assertion that she will run for Speaker of the House after the midterm elections.,2018-05-02T21:57:56Z,msnbc,Dem strategist: Pelosi is not going to be issue in midterm elections,https://www.msnbc.com/mtp-daily/watch/dem-strategist-pelosi-is-not-going-to-be-issue-in-midterm-elections-1224349251773,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_full_benensonelosi2_180502_1920x1080.1200;630;7;70;5.jpg
3440,NBC News,"In Meet the Midterms today: First the president called on him to resign, now President Trump’s Super PAC is hitting Montana’s Democratic Senator Jon Tester hard.",2018-05-02T21:51:04Z,msnbc,Trump Super PAC hits Jon Tester in new ad,https://www.msnbc.com/mtp-daily/watch/trump-super-pac-hits-jon-tester-in-new-ad-1224347203558,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_clip_mtm_180502_1920x1080.1200;630;7;70;5.jpg
3441,NBC News,"Former assistant U.S. attorney Mimi Rocah and Stephen Binhak, former associate counsel in Ken Starr investigation, join MTP Daily to discuss Trump’s legal team shakeup and the possibility of a subpoena from Mueller.",2018-05-02T21:20:41Z,msnbc,Will Trump sit for an interview with Mueller probe?,https://www.msnbc.com/mtp-daily/watch/will-trump-sit-for-an-interview-with-mueller-probe-1224316483723,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_full_rocahbinhak_180502_1920x1080.1200;630;7;70;5.jpg
3442,Steve Benen,Today's edition of quick hits.,2018-05-02T21:19:25Z,msnbc,"Wednesday's Mini-Report, 5.2.18",http://www.msnbc.com/rachel-maddow-show/wednesdays-mini-report-5218,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/maddow_theminireport_general.png?itok=yLUr4wsw
3443,NBC News,MSNBC Legal Contributor Mimi Rocah breaks down the few options President Trump has if he is subpoeaned by Special Counsel Robert Mueller,2018-05-02T21:18:16Z,msnbc,Rocah: President Trump 'only has so many options' if subpoenaed,https://www.msnbc.com/mtp-daily/watch/rocah-president-trump-only-has-so-many-options-if-subpoenaed-1224311875907,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mtpd_clip_rocahtrump_180502_1920x1080.1200;630;7;70;5.jpg
3444,Steve Benen,"How does Scott Pruitt survive politically? The ""Three Stooges Syndrome,"" as explained by the Simpsons, offers a credible explanation.",2018-05-02T21:01:55Z,msnbc,48 hours that should (but probably won't)...,http://www.msnbc.com/rachel-maddow-show/48-hours-should-probably-wont-end-scott-pruitts-career,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/2018-04-05t205110z_154984741_rc11af5a8ee0_rtrmadp_3_usa-epa-pruitt.jpg?itok=UrXho-tY
3445,NBC News,Attorney General Jeff Sessions said Wednesday that the Justice Department is sending more judges and prosecutors to the border to quickly process asylum cases relating to the Central American migrant caravan.,2018-05-02T20:44:24Z,msnbc,"Sessions adding judges, prosecutors to border for caravan asylum claims",https://www.msnbc.com/msnbc/watch/sessions-adding-judges-prosecutors-to-border-for-caravan-asylum-claims-1224286275799,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_brk_sessions_pete_180502_1920x1080.1200;630;7;70;5.jpg
3446,MPX,Joe and Mika discuss the big news of the day.,2018-05-02T20:41:01Z,msnbc,Morning Joe 05/02/2018,http://www.msnbc.com/morning-joe/watch/morning-joe-05-02-2018-episode,
3447,NBC News,Michael Avenatti - the lawyer for Stephanie Clifford aka Stormy Daniels - tells Ali Velshi there’s basically zero chance that Donald Trump will willingly sit down with Robert Mueller. He argues it’s more likely that Trump will answer questions under oath in t…,2018-05-02T20:35:18Z,msnbc,Stormy Daniels’ lawyer says it’s more likely Trump sits down with him than Mueller,https://www.msnbc.com/ali-velshi/watch/stormy-daniels-lawyer-says-it-s-more-likely-trump-sits-down-with-him-than-mueller-1224280643513,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_velshi_avenatti_180502_1920x1080.1200;630;7;70;5.jpg
3448,NBC News,Dershowitz tells Steve Kornacki that no attorney should let their client talk to prosecutors.,2018-05-02T20:33:13Z,msnbc,Alan Dershowitz: ‘Perjury traps’ could await Trump if interviewed,https://www.msnbc.com/katy-tur/watch/alan-dershowitz-perjury-traps-could-await-trump-if-interviewed-by-mueller-1224277571674,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_tur_dershowitz_180502_1920x1080.1200;630;7;70;5.jpg
3449,NBC News,"Trump’s legal team is getting a new member: Emmet Flood, who was on President Clinton's impeachment team, as Ty Cobb say he’s resigning. Flood, along with the recent addition of Giuliani, could suggest Trump will take a more adversarial approach towards Muell…",2018-05-02T20:31:57Z,msnbc,Big Question: Does Trump’s legal shakeup mean he's going to war with Mueller?,https://www.msnbc.com/katy-tur/watch/big-question-does-trump-s-legal-shakeup-mean-he-s-going-to-war-with-mueller-1224273987987,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_tur_bigquestion_180502_1920x1080.1200;630;7;70;5.jpg
3450,NBC News,"Legal analysts say Trump gets little benefit from sitting down with Mueller for a presidential interview. His lawyer Rudy Giuliani says it might happen, but drastically limited the scope of how much they could ask.",2018-05-02T20:31:13Z,msnbc,What happens if President Trump is subpoenaed?,https://www.msnbc.com/katy-tur/watch/what-happens-if-president-trump-is-subpoenaed-1224276035781,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_tur_muellersubpoena_180502_1920x1080.1200;630;7;70;5.jpg
3451,NBC News,"Charlamagne Tha God, host of ""The Breakfast Club"" speaks about his conversation with Kanye West and the implications of his latest comments.",2018-05-02T20:03:49Z,msnbc,Charlamagne Tha God: Kanye West sounds 'ignorant',https://www.msnbc.com/ali-velshi/watch/charlamagne-tha-god-speaks-about-kanye-west-s-latest-comments-1224257091595,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_velshi_brk_Charlamagne_180502_1920x1080.1200;630;7;70;5.jpg
3452,Steve Benen,"Given the seriousness of the Russia scandal, and how far along Special Counsel Robert Mueller is, the volatility of Trump's legal team is extraordinary.",2018-05-02T20:00:51Z,msnbc,Trump's legal team loses one more member (but gains another),http://www.msnbc.com/rachel-maddow-show/trumps-legal-team-loses-one-more-member-gains-another,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/afp_uo692.jpg?itok=-xgaE6zH
3453,NBC News,Test 3 of Wildmoka Overwrites of EDC Media,2018-05-02T19:29:38Z,msnbc,Test 3 of Wildmoka Overwrites of EDC Media,https://www.msnbc.com/msnbc/watch/test-3-of-wildmoka-overwrites-of-edc-media-1224235075724,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_test_3_WM_overwrite_180502_1525290253987.1200;630;7;70;5.jpg
3454,NBC News,"Cambridge Analytica, the Trump-linked data firm at  the center of Facebook's data harvesting  controversy,  announced the company will shutdown all of its offices.",2018-05-02T18:40:38Z,msnbc,Cambridge Analytica to shutdown after Facebook controversy,https://www.msnbc.com/msnbc/watch/cambridge-analytica-to-shutdown-after-facebook-controversy-1224199747820,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_brk_cambridgeshutdow_180502_1920x1080.1200;630;7;70;5.jpg
3455,NBC News,"After the controversy surrounding Jim Comey’s re-opening of the investigation into Hillary Clinton’s emails just before the 2016 election, new scrutiny lands on how Special Counsel Bob Mueller will handle any indictments in the Russia probe as the 2018 midter…",2018-05-02T18:32:22Z,msnbc,How 2018 midterms could impact the Mueller investigation,https://www.msnbc.com/the-beat-with-ari-melber/watch/how-2018-midterms-could-impact-the-mueller-investigation-1224194627549,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_ari_midterms_180502_1920x1080.1200;630;7;70;5.jpg
3456,NBC News,Test 2 of Wildmoka Overwrites of EDC Media,2018-05-02T18:05:13Z,msnbc,Test 2 of Wildmoka Overwrites of EDC Media,https://www.msnbc.com/msnbc/watch/test-2-of-wildmoka-overwrites-of-edc-media-1224173123671,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_test_2_WM_overwrite_180502_1525286717986.1200;630;7;70;5.jpg
3457,NBC News,Test 1 of Wildmoka Overwrites of EDC Media,2018-05-02T18:05:12Z,msnbc,Test 1 of Wildmoka Overwrites of EDC Media,https://www.msnbc.com/msnbc/watch/test-1-of-wildmoka-overwrites-of-edc-media-1224173635656,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/tdy_news_miguel_border_180430.1200;630;7;70;5.jpg
3458,NBC News,"Two people are dead after a Puerto Rico National Guard military C-130 aircraft crashed near the Savannah, Georgia, airport.",2018-05-02T17:51:25Z,msnbc,Two dead in military plane crash near Savannah airport,https://www.msnbc.com/craig-melvin/watch/military-plane-crashes-near-savannah-airport-1224160835592,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_melvin_brk_military_crash_180502_1920x1080.1200;630;7;70;5.jpg
